"name","genre","creative.type","production.method","revenue.inf"
"Hustle & Flow","Drama","Contemporary Fiction","Live Action",28.990491
"How to Make an American Quilt","Drama","Contemporary Fiction","Live Action",45.384115
"Oscar","Comedy","Contemporary Fiction","Live Action",41.41579
"The Invisible","Thriller/Suspense","Contemporary Fiction","Live Action",25.022793
"Ernest Goes to Camp","Comedy","Contemporary Fiction","Live Action",40.790065
"Legend","Adventure","Fantasy","Live Action",27.744432
"Body Heat","Thriller/Suspense","Contemporary Fiction","Live Action",70.743056
"Xiao Shi De Zi Dan","Action","Contemporary Fiction","Live Action",0
"Hoodlum","Drama","Historical Fiction","Live Action",42.834697
"Il y a longtemps que je t'aime","Drama","Contemporary Fiction","Live Action",3.654124
"Hum Aapke Hain Kaun...!","Musical","Contemporary Fiction","Live Action",0
"Moteki","Romantic Comedy","Contemporary Fiction","Live Action",0
"Henry & June","Drama","Dramatization","Live Action",12.236706
"Caligula","Drama","Historical Fiction","Live Action",72.809667
"Du zhan","Thriller/Suspense","Contemporary Fiction","Live Action",0.131978
"Summer Rental","Comedy","Contemporary Fiction","Live Action",55.162016
"Boys on the Side","Drama","Contemporary Fiction","Live Action",45.0134
"Kingdom Come","Comedy","Contemporary Fiction","Live Action",34.378427
"Raging Bull","Drama","Dramatization","Live Action",70.503423
"Before Midnight","Drama","Contemporary Fiction","Live Action",8.350046
"Antwone Fisher","Drama","Dramatization","Live Action",29.415478
"Reindeer Games","Action","Contemporary Fiction","Live Action",36.276384
"Hoodwinked Too: Hood vs. Evil","Adventure","Kids Fiction","Digital Animation",10.706611
"Zambezia","Comedy","Kids Fiction","Digital Animation",0
"Once","Drama","Contemporary Fiction","Live Action",11.484326
"Circle of Friends","Drama","Historical Fiction","Live Action",44.896069
"Les femmes du 6me tage","Comedy","Historical Fiction","Live Action",0.773974
"La misma luna","Drama","Contemporary Fiction","Live Action",14.676812
"Turkisch fur Anfanger","Romantic Comedy","Contemporary Fiction","Live Action",0
"Benny & Joon","Drama","Contemporary Fiction","Live Action",38.394437
"Seems Like Old Times","Romantic Comedy","Contemporary Fiction","Live Action",72.187358
"Stay Alive","Horror","Contemporary Fiction","Live Action",29.490891
"Chinatown","Drama","Contemporary Fiction","Live Action",103.706702
"Joyeux Nol","Drama","Dramatization","Live Action",1.347327
"The Cutting Edge","Drama","Contemporary Fiction","Live Action",26.417302
"Iron Eagle","Action","Contemporary Fiction","Live Action",52.038667
"Super Troopers","Comedy","Contemporary Fiction","Live Action",26.634629
"The Program","Action","Contemporary Fiction","Live Action",33.964188
"The Players Club","Drama","Contemporary Fiction","Live Action",41.102927
"I Love You, Phillip Morris","Comedy","Contemporary Fiction","Live Action",2.156531
"Bulletproof Monk","Action","Fantasy","Live Action",31.940096
"Ghost Dad","Comedy","Fantasy","Live Action",23.00715
"The Russia House","Thriller/Suspense","Contemporary Fiction","Live Action",30.674602
"Aquamarine","Comedy","Fantasy","Live Action",23.762773
"Domino","Action","Dramatization","Live Action",13.236912
"D3: The Mighty Ducks","Comedy","Kids Fiction","Live Action",43.36009
"Ella Enchanted","Comedy","Fantasy","Live Action",30.883651
"The Ruins","Horror","Contemporary Fiction","Live Action",20.322134
"Rounders","Drama","Contemporary Fiction","Live Action",40.878569
"Crimes of the Heart","Comedy","Contemporary Fiction","Live Action",39.405642
"Modern Problems","Comedy","Contemporary Fiction","Live Action",67.551156
"Baggage Claim","Romantic Comedy","Contemporary Fiction","Live Action",22.206246
"Lola rennt","Thriller/Suspense","Contemporary Fiction","Live Action",11.967267
"The Glass House","Thriller/Suspense","Contemporary Fiction","Live Action",26.546551
"Enough Said","Comedy","Contemporary Fiction","Live Action",18.068696
"Paris","Comedy","Contemporary Fiction","Live Action",1.129858
"Raising Arizona","Comedy","Contemporary Fiction","Live Action",38.127727
"Beloved","Drama","Historical Fiction","Live Action",40.753572
"A Perfect Getaway","Thriller/Suspense","Contemporary Fiction","Live Action",17.315253
"Missing in Action","Action","Contemporary Fiction","Live Action",56.770437
"Hitchcock","Drama","Dramatization","Live Action",6.306728
"Dr. T and the Women","Romantic Comedy","Contemporary Fiction","Live Action",20.28919
"Frankie and Johnny","Drama","Contemporary Fiction","Live Action",39.402587
"Xanadu","Musical","Fantasy","Live Action",22.762571
"Le Scaphandre et le Papillon","Drama","Dramatization","Live Action",7.027728
"Rudy","Drama","Dramatization","Live Action",37.14786
"Young Adult","Comedy","Contemporary Fiction","Live Action",17.199714
"Polisse","Thriller/Suspense","Contemporary Fiction","Live Action",0.186099
"Santa vs. The Snowman","Adventure","Fantasy","Live Action",13.494131
"Raia Gemu Saisei","Action","Contemporary Fiction","Live Action",0
"Prelude to a Kiss","Romantic Comedy","Fantasy","Live Action",30.187861
"Thunderheart","Thriller/Suspense","Contemporary Fiction","Live Action",25.655716
"Pure Luck","Comedy","Contemporary Fiction","Live Action",34.640894
"Guilty as Sin","Thriller/Suspense","Contemporary Fiction","Live Action",38.652786
"The People Under the Stairs","Horror","Contemporary Fiction","Live Action",44.932244
"The French Lieutenant's Woman","Drama","Historical Fiction","Live Action",58.40935
"Bullet to the Head","Action","Contemporary Fiction","Live Action",9.769966
"Trance","Thriller/Suspense","Contemporary Fiction","Live Action",2.39115
"Drive Me Crazy","Comedy","Contemporary Fiction","Live Action",29.396587
"Much Ado About Nothing","Comedy","Historical Fiction","Live Action",22.549338
"Lionheart","Action","Contemporary Fiction","Live Action",34.169512
"My Tutor","Comedy","Contemporary Fiction","Live Action",59.905069
"The Care Bears Movie","Adventure","Kids Fiction","Hand Animation",53.119083
"Victor/Victoria","Musical","Historical Fiction","Live Action",64.126194
"Captain Ron","Comedy","Contemporary Fiction","Live Action",33.72843
"Adaptation","Comedy","Contemporary Fiction","Live Action",31.44347
"The Warriors","Action","Contemporary Fiction","Live Action",22.49
"My Bodyguard","Comedy","Contemporary Fiction","Live Action",22.482952
"Cassandra's Dream","Drama","Contemporary Fiction","Live Action",1.134286
"Winter's Tale","Drama","Fantasy","Live Action",12.908674
"Red Corner","Thriller/Suspense","Contemporary Fiction","Live Action",40.905253
"License to Drive","Comedy","Contemporary Fiction","Live Action",22.434275
"City by the Sea","Drama","Contemporary Fiction","Live Action",32.318738
"Swimming Pool","Thriller/Suspense","Contemporary Fiction","Live Action",14.02704
"He Got Game","Drama","Contemporary Fiction","Live Action",38.467348
"Two Can Play That Game","Romantic Comedy","Contemporary Fiction","Live Action",32.882415
"Blue Chips","Drama","Contemporary Fiction","Live Action",39.027603
"At First Sight","Drama","Contemporary Fiction","Live Action",36.785572
"My Fellow Americans","Comedy","Contemporary Fiction","Live Action",41.367737
"Hamlet","Drama","Historical Fiction","Live Action",41.077365
"Empire of the Sun","Drama","Historical Fiction","Live Action",36.679751
"Super Size Me","Documentary","Factual","Live Action",15.539583
"Norma Rae","Drama","Contemporary Fiction","Live Action",22.228
"NASCAR: The IMAX Experience","Documentary","Factual","Live Action",28.9622
"The Last Starfighter","Comedy","Science Fiction","Live Action",55.303754
"My Blueberry Nights","Drama","Contemporary Fiction","Live Action",1.010435
"Bulletproof","Action","Contemporary Fiction","Live Action",40.074539
"Waitress","Romantic Comedy","Contemporary Fiction","Live Action",23.197103
"To Be and To Have","Documentary","Factual","Live Action",10.279523
"The Sword in the Stone","Adventure","Fantasy","Hand Animation",218.430936
"A Nightmare On Elm Street: The Dream Child","Horror","Fantasy","Live Action",41.362439
"The Marine","Action","Contemporary Fiction","Live Action",24.077653
"House","Horror","Fantasy","Live Action",39.460323
"The Medallion","Comedy","Fantasy","Live Action",30.68858
"The Juror","Thriller/Suspense","Contemporary Fiction","Live Action",41.812101
"Home for the Holidays","Comedy","Contemporary Fiction","Live Action",33.521381
"Nosotros Los Nobles","Comedy","Contemporary Fiction","Live Action",0.020281
"The Man with the Iron Fists","Action","Contemporary Fiction","Live Action",16.439358
"Don Juan DeMarco","Drama","Contemporary Fiction","Live Action",42.352468
"Death Wish","Action","Contemporary Fiction","Live Action",98.470589
"Joy Ride","Thriller/Suspense","Contemporary Fiction","Live Action",32.493637
"Unaccompanied Minors","Comedy","Contemporary Fiction","Live Action",21.181256
"Feichang Xingyun","Adventure","Contemporary Fiction","Live Action",0
"Love Don't Cost a Thing","Romantic Comedy","Dramatization","Live Action",30.325715
"Herut sukerut","Multiple Genres","Contemporary Fiction","Live Action",0
"Partner","Romantic Comedy","Contemporary Fiction","Live Action",1.293023
"Beasts of the Southern Wild","Drama","Fantasy","Live Action",13.42081
"Biker Boyz","Action","Contemporary Fiction","Live Action",30.409658
"Flicka","Drama","Contemporary Fiction","Live Action",26.829181
"Reno 911!: Miami","Comedy","Contemporary Fiction","Live Action",24.747654
"Just Wright","Romantic Comedy","Contemporary Fiction","Live Action",22.833452
"Only the Lonely","Comedy","Contemporary Fiction","Live Action",36.110381
"Mr. 3000","Comedy","Contemporary Fiction","Live Action",29.383019
"A Soldier's Story","Drama","Historical Fiction","Live Action",54.123174
"Melancholia","Thriller/Suspense","Science Fiction","Live Action",3.196972
"Il Postino","Drama","Historical Fiction","Live Action",41.581223
"Amy","Documentary","Factual","Live Action",8.348106
"The Caine Mutiny","Drama","Historical Fiction","Live Action",408.201343
"Fair*Game","Drama","Dramatization","Live Action",10.118845
"Little Voice","Musical","Contemporary Fiction","Live Action",7.691469
"Little Black Book","Romantic Comedy","Contemporary Fiction","Live Action",27.525582
"Shining Through","Thriller/Suspense","Historical Fiction","Live Action",31.915555
"7 gwanggu","Multiple Genres","Contemporary Fiction","Live Action",0
"Lock Up","Action","Contemporary Fiction","Live Action",38.989142
"Leap of Faith","Comedy","Contemporary Fiction","Live Action",43.824709
"Cousins","Romantic Comedy","Contemporary Fiction","Live Action",33.187443
"Class","Comedy","Contemporary Fiction","Live Action",57.574409
"White Oleander","Drama","Contemporary Fiction","Live Action",23.548543
"Como agua para chocolate","Drama","Historical Fiction","Live Action",30.331424
"The Rookie","Comedy","Contemporary Fiction","Live Action",21.706666
"Doomsday","Action","Science Fiction","Live Action",12.833344
"The Quest","Action","Contemporary Fiction","Live Action",40.916787
"Wicker Park","Thriller/Suspense","Contemporary Fiction","Live Action",17.294119
"Consenting Adults","Drama","Contemporary Fiction","Live Action",38.622721
"Over Her Dead Body","Comedy","Fantasy","Live Action",8.824784
"Black or White","Drama","Contemporary Fiction","Live Action",21.571189
"The Rum Diary","Drama","Historical Fiction","Live Action",13.837217
"Man of the House","Comedy","Contemporary Fiction","Live Action",24.964077
"Army of Darkness","Horror","Fantasy","Live Action",20.672226
"The Man Who Wasn't There","Drama","Historical Fiction","Live Action",11.059164
"Married to the Mob","Comedy","Contemporary Fiction","Live Action",33.102488
"Tough Guys","Comedy","Contemporary Fiction","Live Action",37.5147
"Toys","Comedy","Fantasy","Live Action",36.616691
"Quigley Down Under","Western","Historical Fiction","Live Action",31.401704
"Our Family Wedding","Comedy","Contemporary Fiction","Live Action",21.48153
"A Very Brady Sequel","Comedy","Historical Fiction","Live Action",40.520559
"Daensing Kwin","Romantic Comedy","Contemporary Fiction","Live Action",0
"Cold Creek Manor","Thriller/Suspense","Historical Fiction","Live Action",29.682313
"Penelope","Drama","Contemporary Fiction","Live Action",11.671362
"The First Power","Horror","Fantasy","Live Action",31.125151
"Center Stage","Drama","Contemporary Fiction","Live Action",26.710896
"Waist Deep","Drama","Contemporary Fiction","Live Action",27.275101
"Rhinestone","Comedy","Contemporary Fiction","Live Action",53.144285
"The Freshman","Comedy","Contemporary Fiction","Live Action",32.432838
"The Black Cauldron","Adventure","Fantasy","Hand Animation",50.193342
"The Apostle","Drama","Contemporary Fiction","Live Action",37.003569
"Revenge of the Nerds II: Nerds in Paradise","Comedy","Contemporary Fiction","Live Action",45.545054
"Buried","Thriller/Suspense","Contemporary Fiction","Live Action",1.107661
"Happy-Go-Lucky","Comedy","Contemporary Fiction","Live Action",4.084066
"Nazotoki Wa Dinner No Ato De","Thriller/Suspense","Contemporary Fiction","Live Action",0
"New York Minute","Comedy","Contemporary Fiction","Live Action",18.894321
"A Haunted House 2","Comedy","Multiple Creative Types","Live Action",17.753707
"Fame","Musical","Contemporary Fiction","Live Action",21.202829
"Straight Talk","Comedy","Contemporary Fiction","Live Action",21.202099
"The Guard","Comedy","Contemporary Fiction","Live Action",5.657057
"The Right Stuff","Action","Dramatization","Live Action",55.015232
"Raising Cain","Thriller/Suspense","Contemporary Fiction","Live Action",32.589675
"ATL","Comedy","Contemporary Fiction","Live Action",27.039687
"A Nightmare On Elm Street Part 2: Freddy's Revenge","Horror","Fantasy","Live Action",21.163999
"Cujo","Horror","Contemporary Fiction","Live Action",56.21492
"Coneheads","Comedy","Science Fiction","Live Action",29.281005
"A Stir of Echoes","Thriller/Suspense","Contemporary Fiction","Live Action",34.819669
"Oh God, You Devil!","Comedy","Contemporary Fiction","Live Action",52.591723
"Ferngully The Last Rainforest","Adventure","Fantasy","Hand Animation",35.913929
"Top Secret!","Comedy","Contemporary Fiction","Live Action",42.868596
"Weekend Pass","Comedy","Contemporary Fiction","Live Action",52.457067
"Punchline","Comedy","Contemporary Fiction","Live Action",35.7018
"Christine","Horror","Fantasy","Live Action",54.605386
"Night Shift","Comedy","Contemporary Fiction","Live Action",59.834276
"Cat People","Drama","Fantasy","Live Action",16.213142
"Dracula","Horror","Fantasy","Live Action",70.02789
"High School High","Comedy","Contemporary Fiction","Live Action",39.736449
"A Room with a View","Comedy","Historical Fiction","Live Action",21.612646
"La Guerre du feu","Adventure","Historical Fiction","Live Action",59.670659
"Very Bad Things","Black Comedy","Contemporary Fiction","Live Action",17.492731
"Tales from the Crypt: Demon Knight","Horror","Fantasy","Live Action",40.298219
"The Devil's Rejects","Horror","Contemporary Fiction","Live Action",22.06902
"Nosso Lar","Drama","Fantasy","Live Action",0
"Khumba","Adventure","Kids Fiction","Digital Animation",0
"Amores Perros","Drama","Contemporary Fiction","Live Action",7.961603
"Mr. Baseball","Comedy","Contemporary Fiction","Live Action",37.84457
"Short Circuit 2","Comedy","Science Fiction","Live Action",20.896986
"The Hitcher","Thriller/Suspense","Contemporary Fiction","Live Action",19.926903
"Super Mario Bros.","Action","Fantasy","Live Action",34.191065
"Georgia Rule","Drama","Contemporary Fiction","Live Action",22.972344
"The Postman","Action","Science Fiction","Live Action",31.955095
"The Air Up There","Comedy","Contemporary Fiction","Live Action",22.510077
"Boys and Girls","Romantic Comedy","Contemporary Fiction","Live Action",32.25901
"Left Behind","Thriller/Suspense","Science Fiction","Live Action",14.363121
"Hotaru no Hikari","Drama","Contemporary Fiction","Live Action",0
"Boys Don't Cry","Drama","Dramatization","Live Action",18.166365
"Alex Rider: Operation Stormbreaker","Action","Contemporary Fiction","Live Action",0.842382
"Eurotrip","Comedy","Contemporary Fiction","Live Action",23.881083
"Best in Show","Comedy","Contemporary Fiction","Live Action",28.809699
"Jason's Lyric","Drama","Contemporary Fiction","Live Action",42.408346
"Friday the 13th Part V: A New Beginning","Horror","Contemporary Fiction","Live Action",48.746127
"Cat Ballou","Comedy","Historical Fiction","Live Action",171.267333
"The Man From Snowy River","Drama","Historical Fiction","Live Action",56.13677
"It Follows","Horror","Fantasy","Live Action",14.674077
"Intersection","Drama","Contemporary Fiction","Live Action",36.311144
"Iron Will","Drama","Dramatization","Live Action",36.17935
"Dead Silence","Horror","Contemporary Fiction","Live Action",20.164142
"Walk Hard: The Dewey Cox Story","Comedy","Historical Fiction","Live Action",22.07708
"A Christmas Story","Comedy","Historical Fiction","Live Action",44.407721
"Country Strong","Drama","Contemporary Fiction","Live Action",21.341407
"Cocktail","Romantic Comedy","Contemporary Fiction","Live Action",1.080023
"Ricochet","Thriller/Suspense","Contemporary Fiction","Live Action",40.948057
"Bobby","Drama","Dramatization","Live Action",14.309126
"Speechless","Romantic Comedy","Contemporary Fiction","Live Action",41.471299
"The Last Castle","Drama","Contemporary Fiction","Live Action",26.926081
"Easy Virtue","Romantic Comedy","Contemporary Fiction","Live Action",2.964972
"Fear","Thriller/Suspense","Contemporary Fiction","Live Action",38.874591
"Things Are Tough All Over","Comedy","Contemporary Fiction","Live Action",58.407802
"Porky's Revenge","Comedy","Historical Fiction","Live Action",48.334574
"The Final Conflict","Horror","Fantasy","Live Action",20.471
"The Nutcracker in 3D","Musical","Kids Fiction","Animation/Live Action",0.20735
"My Life in Ruins","Romantic Comedy","Contemporary Fiction","Live Action",9.684006
"The Groove Tube","Comedy","Contemporary Fiction","Live Action",91.519463
"Margin Call","Drama","Contemporary Fiction","Live Action",5.650194
"Alien Adventure","Adventure","Science Fiction","Digital Animation",7.536172
"The Beach Girls","Comedy","Contemporary Fiction","Live Action",58.131039
"Shame","Drama","Contemporary Fiction","Live Action",4.216254
"Some Kind of Hero","Comedy","Historical Fiction","Live Action",58.078936
"F/X","Action","Contemporary Fiction","Live Action",46.012878
"F.I.S.T","Drama","Dramatization","Live Action",72.929601
"Valentine","Horror","Contemporary Fiction","Live Action",30.144028
"Code of Silence","Action","Contemporary Fiction","Live Action",47.969207
"Delhi Belly","Comedy","Contemporary Fiction","Live Action",1.617628
"Kids","Drama","Contemporary Fiction","Live Action",13.987668
"The Incredible Shrinking Woman","Comedy","Science Fiction","Live Action",20.259
"Action Jackson","Action","Contemporary Fiction","Live Action",32.858142
"The Namesake","Drama","Contemporary Fiction","Live Action",16.507933
"Mobsters","Drama","Dramatization","Live Action",23.812123
"Vampires","Horror","Fantasy","Live Action",36.079044
"Critical Condition","Comedy","Contemporary Fiction","Live Action",35.625047
"City Hall","Drama","Contemporary Fiction","Live Action",38.312177
"Six Pack","Comedy","Contemporary Fiction","Live Action",57.582152
"An American Tail: Fievel Goes West","Adventure","Kids Fiction","Hand Animation",25.104744
"Sudden Death","Action","Contemporary Fiction","Live Action",38.689438
"Tarzan","Adventure","Kids Fiction","Digital Animation",0
"A Force of One","Action","Contemporary Fiction","Live Action",67.360161
"Die Flscher","Drama","Dramatization","Live Action",6.398237
"The People vs. Larry Flynt","Drama","Dramatization","Live Action",36.856157
"Hodejegerne","Thriller/Suspense","Contemporary Fiction","Live Action",1.261819
"Beerfest","Comedy","Contemporary Fiction","Live Action",24.516031
"Die Unendliche Geschichte","Adventure","Fantasy","Live Action",50.217029
"Juice","Drama","Contemporary Fiction","Live Action",29.774099
"Serving Sara","Romantic Comedy","Contemporary Fiction","Live Action",24.389954
"Nanjing! Nanjing!","Drama","Dramatization","Live Action",0.12935
"Legends of Oz: Dorothys Return","Adventure","Kids Fiction","Digital Animation",8.669495
"Another Stakeout","Comedy","Contemporary Fiction","Live Action",23.58897
"Multiplicity","Comedy","Science Fiction","Live Action",38.066191
"Reign Over Me","Drama","Historical Fiction","Live Action",23.920179
"Reality Bites","Romantic Comedy","Contemporary Fiction","Live Action",21.695174
"Kon-Tiki","Drama","Dramatization","Live Action",1.562202
"Booty Call","Comedy","Contemporary Fiction","Live Action",36.580089
"Blindness","Thriller/Suspense","Contemporary Fiction","Live Action",3.58277
"Saawariya","Drama","Contemporary Fiction","Live Action",1.077361
"With Honors","Drama","Contemporary Fiction","Live Action",35.295478
"Say Anything","Drama","Contemporary Fiction","Live Action",36.610983
"Creepshow","Horror","Fantasy","Live Action",57.04196
"The Presidio","Thriller/Suspense","Contemporary Fiction","Live Action",32.951836
"Down to You","Romantic Comedy","Contemporary Fiction","Live Action",31.112345
"I Heart Huckabees","Comedy","Contemporary Fiction","Live Action",17.223669
"Tai Chi Hero","Action","Fantasy","Live Action",0.031739
"The Life of Brian","Comedy","Historical Fiction","Live Action",27.246476
"Another Year","Drama","Contemporary Fiction","Live Action",3.384451
"Breaking Away","Drama","Contemporary Fiction","Live Action",20
"Outland","Action","Science Fiction","Live Action",29.170312
"Shane","Western","Historical Fiction","Live Action",278.999997
"Soshite chichi ni naru","Drama","Contemporary Fiction","Live Action",0.341839
"Rubbeldiekatz","Romantic Comedy","Contemporary Fiction","Live Action",0
"Frailty","Thriller/Suspense","Contemporary Fiction","Live Action",18.877631
"crazy/beautiful","Drama","Contemporary Fiction","Live Action",25.034762
"Unfaithfully Yours","Romantic Comedy","Contemporary Fiction","Live Action",49.64257
"Un Prophte","Drama","Contemporary Fiction","Live Action",2.214727
"Fled","Action","Contemporary Fiction","Live Action",32.556278
"Cach","Drama","Contemporary Fiction","Live Action",4.650707
"Volunteers","Comedy","Historical Fiction","Live Action",46.861956
"Get Over It","Romantic Comedy","Contemporary Fiction","Live Action",17.095298
"Altered States","Horror","Science Fiction","Live Action",19.853892
"F/X2","Action","Contemporary Fiction","Live Action",39.468534
"Child's Play 3","Horror","Fantasy","Live Action",23.496724
"Melinda and Melinda","Comedy","Contemporary Fiction","Live Action",4.99504
"Hard Rain","Action","Contemporary Fiction","Live Action",35.370825
"Innerspace","Action","Science Fiction","Live Action",42.420742
"Buena Vista Social Club","Documentary","Factual","Live Action",11.522042
"Color of Night","Thriller/Suspense","Contemporary Fiction","Live Action",40.514399
"Betsy's Wedding","Comedy","Contemporary Fiction","Live Action",20.082702
"Gone Fishin'","Comedy","Contemporary Fiction","Live Action",35.990874
"The Cowboy Way","Comedy","Contemporary Fiction","Live Action",32.08149
"Fire in the Sky","Drama","Science Fiction","Live Action",32.055485
"Amelia","Drama","Dramatization","Live Action",15.897844
"Summer Catch","Comedy","Contemporary Fiction","Live Action",29.123298
"Youth in Revolt","Comedy","Contemporary Fiction","Live Action",16.215502
"Prt--Porter","Comedy","Contemporary Fiction","Live Action",22.360304
"Don't Be a Menace to South Central While Drinking Your Juice in the Hood","Comedy","Contemporary Fiction","Live Action",37.257507
"Shackleton's Antarctic Adventure","Documentary","Factual","Live Action",22.553936
"Tucker: The Man and His Dream","Drama","Dramatization","Live Action",29.334146
"Kuffs","Action","Contemporary Fiction","Live Action",22.697758
"Go-ji-jeon","Action","Historical Fiction","Live Action",0
"Nighthawks","Action","Contemporary Fiction","Live Action",14.6
"The Serpent and the Rainbow","Horror","Fantasy","Live Action",33.657419
"8 Seconds","Drama","Dramatization","Live Action",24.502941
"Heavy Metal","Adventure","Science Fiction","Rotoscoping",58.924474
"Vampire in Brooklyn","Horror","Fantasy","Live Action",37.613441
"Jetsons: The Movie","Comedy","Science Fiction","Hand Animation",21.531716
"View from the Top","Comedy","Contemporary Fiction","Live Action",21.673161
"Police Academy 5: Assignment: Miami Beach","Comedy","Contemporary Fiction","Live Action",30.184806
"It Takes Two","Comedy","Contemporary Fiction","Live Action",37.410652
"Blackhat","Thriller/Suspense","Contemporary Fiction","Live Action",7.889395
"The Babe","Drama","Dramatization","Live Action",29.549189
"Corrina, Corrina","Comedy","Historical Fiction","Live Action",39.906628
"Un gallo con muchos huevos","Adventure","Kids Fiction","Digital Animation",9.06901
"The Fly II","Horror","Science Fiction","Live Action",32.503146
"House Party 2","Comedy","Contemporary Fiction","Live Action",32.789634
"Stella","Drama","Contemporary Fiction","Live Action",38.539824
"Doug's 1st Movie","Adventure","Kids Fiction","Hand Animation",31.999221
"Get Carter","Drama","Contemporary Fiction","Live Action",23.242176
"An Innocent Man","Drama","Contemporary Fiction","Live Action",31.397033
"The Human Stain","Drama","Contemporary Fiction","Live Action",7.468668
"Dad","Comedy","Contemporary Fiction","Live Action",40.582908
"Tuck Everlasting","Drama","Kids Fiction","Live Action",27.580439
"Deep Blue","Documentary","Factual","Live Action",0.169559
"Rock Star","Drama","Contemporary Fiction","Live Action",25.127602
"Only You","Romantic Comedy","Contemporary Fiction","Live Action",39.625195
"Little Giants","Comedy","Contemporary Fiction","Live Action",39.591464
"Posse","Western","Historical Fiction","Live Action",30.16009
"Summer of Sam","Drama","Historical Fiction","Live Action",31.772687
"The Dead Zone","Horror","Fantasy","Live Action",51.250807
"2046","Drama","Science Fiction","Live Action",1.883367
"The Perfect Man","Romantic Comedy","Contemporary Fiction","Live Action",21.215891
"Half Past Dead","Action","Contemporary Fiction","Live Action",22.416517
"The Principal","Action","Contemporary Fiction","Live Action",41.131151
"Deathtrap","Comedy","Contemporary Fiction","Live Action",54.666588
"House Party 3","Comedy","Contemporary Fiction","Live Action",25.964527
"Martin Lawrence Live: RunTelDat","Concert/Performance","Factual","Live Action",27.63687
"Auf der anderen Seite","Drama","Contemporary Fiction","Live Action",0.865383
"The Visitor","Comedy","Contemporary Fiction","Live Action",10.989442
"Friday the 13th Part VII: The New Blood","Horror","Fantasy","Live Action",34.978263
"Ladies in Lavender","Drama","Historical Fiction","Live Action",8.826265
"Vanity Fair","Drama","Historical Fiction","Live Action",21.732144
"Capitalism: A Love Story","Documentary","Factual","Live Action",16.029554
"Mother","Comedy","Contemporary Fiction","Live Action",34.88036
"Rushmore","Black Comedy","Contemporary Fiction","Live Action",28.174081
"Blaze","Drama","Dramatization","Live Action",27.5296
"Johnny Mnemonic","Action","Science Fiction","Live Action",36.570556
"The Octagon","Action","Contemporary Fiction","Live Action",59.118959
"Sniper","Drama","Contemporary Fiction","Live Action",23.201205
"The World's Fastest Indian","Drama","Dramatization","Live Action",6.696159
"En kongelig affre","Drama","Historical Fiction","Live Action",1.606906
"Bed of Roses","Drama","Contemporary Fiction","Live Action",35.927062
"The Replacement Killers","Action","Contemporary Fiction","Live Action",33.850439
"Akeelah and the Bee","Drama","Contemporary Fiction","Live Action",24.085705
"A Mighty Heart","Drama","Dramatization","Live Action",11.164199
"To the Arctic 3D","Documentary","Factual","Live Action",15.040706
"Dead Man Down","Thriller/Suspense","Contemporary Fiction","Live Action",11.216922
"Untamed Heart","Drama","Contemporary Fiction","Live Action",30.257801
"The Odd Couple II","Comedy","Contemporary Fiction","Live Action",33.691602
"The Seventh Sign","Thriller/Suspense","Fantasy","Live Action",25.14795
"Mine Vaganti","Romantic Comedy","Contemporary Fiction","Live Action",0
"Whip It","Comedy","Contemporary Fiction","Live Action",14.594141
"Kazaam","Comedy","Kids Fiction","Live Action",35.683896
"See No Evil","Horror","Contemporary Fiction","Live Action",19.1729
"Under the Rainbow","Comedy","Historical Fiction","Live Action",48.73954
"What's New, Pussycat","Comedy","Contemporary Fiction","Live Action",155.963759
"El Nino","Thriller/Suspense","Contemporary Fiction","Live Action",0.000245
"Across the Great Divide","Western","Historical Fiction","Live Action",73.876056
"The Merchant of Venice","Drama","Historical Fiction","Live Action",4.904544
"The Believers","Horror","Contemporary Fiction","Live Action",23.210186
"Madhouse","Comedy","Contemporary Fiction","Live Action",37.17646
"Admission","Romantic Comedy","Contemporary Fiction","Live Action",18.538897
"Housefull","Romantic Comedy","Contemporary Fiction","Live Action",1.255667
"3000 Miles to Graceland","Drama","Contemporary Fiction","Live Action",23.274266
"Hello Again","Comedy","Fantasy","Live Action",40.044465
"Waiting...","Comedy","Contemporary Fiction","Live Action",21.024377
"Anywhere But Here","Drama","Contemporary Fiction","Live Action",30.692865
"Michael Jordan to the MAX","Documentary","Factual","Live Action",28.631117
"Paradise","Drama","Contemporary Fiction","Live Action",33.117738
"Fired Up","Comedy","Contemporary Fiction","Live Action",19.230117
"OMG: Oh My God","Comedy","Contemporary Fiction","Live Action",0
"Flight of the Navigator","Adventure","Science Fiction","Live Action",31.080514
"Blame it on Rio","Comedy","Contemporary Fiction","Live Action",46.239261
"Year of the Dragon","Drama","Contemporary Fiction","Live Action",43.748107
"Some Kind of Wonderful","Romantic Comedy","Contemporary Fiction","Live Action",32.95274
"Suspect","Thriller/Suspense","Contemporary Fiction","Live Action",39.708134
"The Quick and the Dead","Western","Historical Fiction","Live Action",35.68054
"An Unfinished Life","Drama","Contemporary Fiction","Live Action",11.145517
"Project X","Comedy","Science Fiction","Live Action",28.893851
"De-Lovely","Drama","Historical Fiction","Live Action",17.976358
"A Mighty Wind","Comedy","Contemporary Fiction","Live Action",24.406903
"The Curse of the Jade Scorpion","Comedy","Contemporary Fiction","Live Action",11.085847
"Empire","Drama","Contemporary Fiction","Live Action",25.094758
